title,href,author,reviewer,last_comment_time,comment
你们听说过“节性恋”吗？,http://tieba.com/p/8285960087,卿当垆处...,卿当垆处...,16:37,性倾向是“气节”，比起其他方面更容易被气节吸引，恋慕对象基本不分男女，但是并不是非常大胆地引起某些欲望而是像一见钟情那样心动。 举个例子：南明某士子闻秦淮有名妓带一城女子抗清未成，为不失节跳秦淮河自尽👍他连名妓长什么样都没见过就对她心动，相思成灾且不能自持，甚至夜梦相会。而同年，浙江督师散民守城，杀清三王十八将，与城共存亡👍👍他的反应和上次一样，他也不知道督师长什么样，但就是心动，类似于喜欢一个
早上起床就头好痛没有精神拉肚子。,http://tieba.com/p/8286308800,爱薇莉娅,桥...,16:36,早上起床就头好痛没有精神拉肚子。身体好乏累，感觉要急了。
看心理医生好难.......,http://tieba.com/p/8243948762,晚钟__,鸽啊咕咕咕,16:28,想知道心理医生的流程是这个样子吗？ 网上我先问了具体费用要多少，心理医生说先让我交了几十块钱说自己的事，自己就把以前不太好的经历说了说，打了很多字，然后就开始语音电话，觉得自己打的字对方根本没看，或者看了觉得很幼稚，就一直没有提我倾诉的内容，后来就一直问我，你要问什么，你要问什么........我哪知道要问什么啊，不好的经历已经告诉对方了，自己的无理由的紧张害怕和其他症状也告诉对方了，对方依旧不断说你要问什么
futa女同学要在学校里开后宫啦！,http://tieba.com/p/8281807956,星河奔流...,尤拓琉璃,16:32,
我好想要谈一个以结婚为目的甜蜜恋爱啊…,http://tieba.com/p/8286339423,是笨蛋呢,是笨蛋呢,16:27,就是这样，友友救救我吧。
出事了兄弟们,http://tieba.com/p/8284557945,茶与猫,寒风潇,16:29,刚我妈说要拿我电脑做个文件，我也没多想，就借给她了
如果神让世界上每个人都许一个愿望，你会愿意吗？,http://tieba.com/p/8273161956,什么都想...,星星Di闪耀,16:28,有一天神开心了，祂就做出了这么个随意的想法——就是让每个人都许一个愿望，这个愿望什么都可以，改变世界也可以，规则如下 1.可以抵消掉别人的愿望，但不会干扰到别人许愿。比如说前面的人让所有人都消失。但后面的人依旧会有机会许愿。可以让所有人都复活。 2.不能对许愿规则作出改变。比如说不让别人许愿，或者自己许三个愿 3.许愿顺序为随机，愿望可以互相叠加或抵消 神问世人这个主意怎么样，你会赞同这个想法吗？不过神不会改
如果所有人都变成1cm小人对抗吧友，吧友们会怎么做？,http://tieba.com/p/8283628392,丨Nian丨,大萌东南...,16:28,在知乎看到的有趣问题，感觉笨笨楼主会被1cm的小人们想办法杀死呢… 不过那样的话，小人眼中的楼主大概相当于楼主眼中接近300m高的巨人了。对于没有趁手工具的小人来说，处理楼主这么巨大的尸体也是很麻烦的事情啊…
给大家普及一个新的玩法，充电插头,http://tieba.com/p/8284769262,贴吧用户_...,贴吧用户_...,16:27,
8u们会按下这个按钮吗,http://tieba.com/p/8283861061,[],不言明日,16:27,假如有一个按钮 当你按下它后你目前的主观意识会瞬间消失 归于虚无 同时出现一个新的意识接管你的身体 并生活一生 这个新意识拥有和你一样的性格 能力 记忆 也自认为它就是你本人 跟你原本意识的区别十分小 没有人会注意到意识的改变 在第三视角里你只是按了一个按钮而已 没有任何变化 你们会按下这个按钮吗 或者说 按下这个按钮有意义吗 你睡一觉再起来 和按按钮有什么区别呢
标题五个字,http://tieba.com/p/8269287129,吾妻夜真,地帝@,16:25,这样的女仆不小心打碎一个盘子，8u们还会责怪她吗
这下玩脱了,http://tieba.com/p/8281800393,1,爱喝咖啡...,16:21,
国民方面没有否决权,http://tieba.com/p/8286177010,爱唱歌的...,万维囹圄,16:23,随着技术的进步，可以通过基因改造来改造自己的国民。
食物被踩扁蚂蚁酱,http://tieba.com/p/8279705444,[],红毹婵娟...,16:22,个人汉化
突然有个想法,http://tieba.com/p/8285449489,狂气红,MozaPasta,16:21,人工授粉算是ntr吗？
title,href,author,reviewer,last_comment_time,comment
AI动画短短数日就超过了动漫几十年的发展。视频转自蓝鸟：TDS,http://tieba.com/p/8286333246,加藤惠加...,[],[],"
            
        "
title,href,author,reviewer,last_comment_time,comment
如果你的朋友脚踏多条船，会帮忙隐瞒还是揭发呢？,http://tieba.com/p/8285465712,爱读书的...,海底沙雕...,15:13,就是他得意洋洋的告诉你。自己时间管理十分完美。而且被发现了也不会怎么样。三寸不烂之舌都可以糊弄过去。你和这个朋友与他的女朋友关系差不多好，然后他女朋友问到你。他有没有干那种事情，你会选择隐瞒还是说揭发呢？
如果你穿越到了异世界,http://tieba.com/p/8285069314, 冯勒布,不存在的...,15:13,就是你一直想去的那种异世界不过异世界有种只有你觉得臭的味道，大概就是超级浓郁的腐臭味，就好像鼻子下面挂了只死老鼠而且你离其他人越近，味道就会越浓。并且没有任何办法不闻到这味道，也不能改变自己的感受。不过好在这股味道没有毒，对人体无害。 这种异世界，你能呆得下去嘛
生活就是断头台,http://tieba.com/p/8286120853,哉大人,哉大人,11:15,正午的阳光在割我的脖子，生活就是断头台。 我俯身低入土里的时候，人们还在跟我讲银河。
丹霞 三张图,http://tieba.com/p/8275592963,佐佐木的...,twist2z,15:06,
把发声器拆掉,http://tieba.com/p/8273697069,爱唱歌的...,最呃啊的...,15:02,
终于四级了,http://tieba.com/p/8252324324,Dewey ,爱快乐的...,14:57,看大家都爱说xp ，怎么才能知道自己Xp
【新人报道】顺带想问下吧友们有没有听说过类似的xp,http://tieba.com/p/8285373761,峨眉山仓...,阿默默默捏,11:05,新人一枚 在河坝潜水挺长时间，见识到吧友们各种各样的奇思妙想，但好像没有见过像我这种特殊的情况。 我个人莫名其妙地有些迷恋一种“下克上”的场景。不是指雌小鬼的那种，小鬼们本质上是年龄和生活经验的不足导致自己只能生活在自己的常识中，仅凭自己的标准来判断大人很杂鱼。然而当面前的“现实”被无情撕破后，失去了心理依仗的孩子只能变成待宰羔羊了~然而我的情况不同，我所说的情况是，原本应该强势的一方相较于原本应该弱
假如换一下世界设定,http://tieba.com/p/8285933809,不存在的...,不存在的...,14:55,我们目前这个宇宙性是生存必须，爱不是 假如隔壁宇宙换过来，即只有是真爱的两人身体接触才能繁衍后代，而性是用来催生爱的手段。 你根TA 原本只是敷衍长辈所以work 了一次，没想到真的产生了爱所以擦枪走火了…… 白毛镇楼
什么军火库,http://tieba.com/p/8223928750,九哥,被玩弄鼓...,14:53,8u们认得多少？
关于足控还是有疑问,http://tieba.com/p/8285260094,Humanoid闪耀时,会飞的猴...,14:52,有说法认为控制脚的闹区正好和控制x欲望的区域接近，所以有了足控。但是这样的确解释不了足控男孩子居多啊。 所以我很好奇河坝里面足控的女孩子有没有呢。控的是男孩子的jio，还是女孩子的
这里是外星物种商店,http://tieba.com/p/8284690324,座天使拉...,贴吧用户_...,14:49,这是某个情景(镇楼)的后续情景。 “你”的女儿给“你”指了一个地点。 你到这里后发现这里雀实如她所说，外星物种又全又便宜。 现在你要从这里买一些外星人回去。 可能是用来次，可能是用来做手下，可能用用来当抱枕。 (你暂时没想好买回去做什么) 所以你要买什么？ (图太多，镇楼发不下)
当你的垃圾电脑终于变成人了....,http://tieba.com/p/8279126836,小高星饱辣,小高星饱辣,14:46,早就想这么干了
分不清四肢了,http://tieba.com/p/8285109959,十步杀一...,莫莫,14:40,分不清四肢了
关于【催眠】的亲身经历,http://tieba.com/p/8225412980,SANDRO,夜水镜,14:40,最近bambisleep比较火，导致催眠成了吧里的热门话题，我就找了个没危险性的听听。bambisleep感觉太过邪门，看了科普又去试听了一下引导感觉已经很不对劲了。就没敢继续听下去。 然后。。。听的时候真的是感觉意识越来越模糊，就感觉像在做梦一样，但声音很清晰，感觉像是直接往我的大脑里说话一样。她给我下的暗示是打响指是性，快，感，第一次打响指的时候就像膝跳反射一样不自主的腰痉挛了几下，然后一次次打响指引导累计快，感，结果就
小格拉又来请大家吃雪糕啦～,http://tieba.com/p/8276733063,格拉克斯,格拉克斯,14:39,图放2楼链接里啦_(:з」∠)_ 上个贴的雪糕受到了大家的好评，好开心……嘿嘿 所以小格拉又来批发雪糕了 大家想对我的雪糕做什么呢？ |･ω･｀)
你会接受那个不守教义而爱你的女孩吗？,http://tieba.com/p/8277121073,什么都想...,葦䛑枪圣,14:36,你不情不愿地在神学院毕业，成了旧教大教堂的一名神父。教堂里领养了很多孩子而她就是被你带进来的一个，每次你带着孩子们做礼拜唱圣歌时，她总是显得很不合群。你过来问她，为什么不和大家一起唱圣歌？她说因为她没有大家这样的信仰...你似乎也理解她这种心情。这个神父的位置，你只是应别人的期待才做的，在这一点上你们有了共鸣。教堂的规矩很严，你知道她这样会受到惩罚。所以你专门抽时间教她唱圣歌和发声。当别的孩子玩在一起
只是绳子而已，别吞辣一楼喂度娘,http://tieba.com/p/8281627352,澪染,我了个去...,14:34,只是绳子而已，别吞辣 一楼喂度娘
是什么榨干,http://tieba.com/p/8284630041,佐佐木的...,绅士春我,14:30,
有没有一点纯捆绑的图,http://tieba.com/p/8226810473,克柯,角落里的...,2-27,吧友的XP太变态了，我不敢苟同。我有一个朋友，上学前的愿望看到一些捆绑，不然他就会在学校干这种事（这种事情不要啊）
hxdm看过B站这个视频吗,http://tieba.com/p/8285191143,Rework,zzsdzmmzh,14:28,就是一个疑似废弃的楼上一个女的被捆起来往楼下扔，刚开始还叫了一声后来直接没动静了，有人说是蹦极但是低画质+墨镜眼罩叠buff，越看越哈人
可爱的触手,http://tieba.com/p/8281016229,松鼠桂鱼～,贝加尔湖...,14:26,
我现在喜欢触手还有救吗？,http://tieba.com/p/8281742484,贴吧用户_...,贝加尔湖...,14:21,如下图
河坝腰子铺,http://tieba.com/p/8279972113,liz s,wwqwwwgsx,14:21,看看这些鲜嫩的腰子，你的第一想法是。。。
把刺修剪一下是不是……,http://tieba.com/p/8283251306,50块的炸...,呢西莫卡,14:20,
文游，可lq可h，一个差不多无敌的女杀手的故事,http://tieba.com/p/8285538679,味原酱麻,味原酱麻,14:18,又被删了
大家有木有玩过这个游戏，好图在楼下,http://tieba.com/p/8283502121,SS武装亲...,小萌新,14:17,
求助新建议,http://tieba.com/p/8278663916,麋鹿,小萌新,14:17,很喜欢紧紧的束缚，囚禁之类的。我媳妇比较温柔但是也不排斥这一类东西，经常在家里陪我玩一些轻度的，，然后前段时间说哪天天气暖和了把我拴在楼下柴房里囚禁一天感受一下，媳妇欣然同意了。。因为柴房在负一楼所以可以做到完全黑，没有一点光。。目前想提前准备狗链子，手铐，口枷。口枷带久了嘴会不会废了
拿出相册里面最好的图,http://tieba.com/p/8103460927,爱的抱抱,身娇易推倒,14:15,8u们来分享一下自己相册里面最好的图，比划比划
如果有这样一个女孩,http://tieba.com/p/8285666752,uwasa,土拨鼠的...,14:14,她和你年龄相仿，名字和外表都是由你的潜意识决定的。她诞生于你的愿望，从你的祈祷中出现，之后一直陪在你身边。 她对你无条件信任，实现你的愿望就是她活着的目的，除此之外包括法律在内的一切她都不关心。 这样的她某一天为实现你的愿望你犯下了一般人概念上的“大错”，你会怎么对待她呢？
她一定很绝望吧,http://tieba.com/p/8274618863,钚元素战士,logicL1,14:13,她的双手和下半身石化了，只能眼睁睁的看着自己的姐妹被敲碎。可能下一个敲碎的就是她了
忒休斯之船适用于人（生物）吗？,http://tieba.com/p/8284880110,什么都想...,不管了，...,14:12,假如未来可以完美制造所有生物器官并且移植，假如说你想要脱胎换骨成另一个人。规则是这样的。每当替换一个器官都会休息一天自由行动。而脑部每次只替换1/100。那么当完全替换之后，就会是完全不同的人了吗？
棒里的氛围太棒了,http://tieba.com/p/8285336434,人类的耻辱,后面就交...,14:09,放假的时候彻底的放纵了自己，很多玩法自己都私下抖自己试过了，开学后想要认真努力了，于是就打算禁欲，经历了一段时间之后，想起好久没看贴吧了，回来看着看着就破戒了，主要是氛围不错呀，河坝，我的心之所向
二次元随意挥霍钱财，令人唏嘘,http://tieba.com/p/8285544830,年纪轻轻...,我丢你水瓶,14:09,
是个好问题,http://tieba.com/p/8285814591,pppd,pppd,14:07,rt
有人听过《愛し子よ》嘛...？,http://tieba.com/p/8285544598,MCF,及向风,14:06,之前发大姐姐贴的时候被别人推荐的...听说是首病娇曲... ...好听嘛qwq...如果好听的话找时间去听听
你会做什么呢,http://tieba.com/p/8272319104,zeplion,海锤子,14:02,
禁忌之爱？,http://tieba.com/p/8285862043,听闻远方...,早已习惯...,14:00,没有血缘关系，34岁，我28
很好奇，可以去试试嘛,http://tieba.com/p/8285946279,芋头泥很甜,早已习惯...,13:56,
肚脐好痛,http://tieba.com/p/8283112025,liketimenowso,ADOY,13:55,肚脐好痛
鼠鼠有个问题捏,http://tieba.com/p/8275841642,jfdsv5558,没用的名...,09:34,如果将全世界颜值排名前1%的男女集合在一起，并且强迫他/她们繁殖，从第二代当中再挑选1%强迫繁殖，如此重复下去会不会得到一个非常美丽的人种呢？
因为作者的隐私设置，你无法进行此操作,http://tieba.com/p/8285951034,咕鸡咕基,Yxz,11:11,昨天晚上还和网友聊的好好的，今天就突然发送的消息被拒收了，这是被拉黑了嘛？ 一直聊的挺正常的呀，难道是因为聊到了河坝？ 我是比较不能理解突然不能联系的，也会因此比较焦虑，家人们怎么办
8u们有无类似的图？,http://tieba.com/p/8233499938,贴吧用户_...,樗磐呐,13:48,
分享一下我奇怪xp的形成,http://tieba.com/p/8285649997,Legolas阿叶,Legolas阿叶,13:47,偶然在首页刷到河吧，后面潜水了一段时间，发现河吧里的宝们都很友好，发的第一个贴就是咨询我的女女男xp是否正常，不过被系统制裁了，现在就说一下是怎么形成的吧！
这人是不是要活不成了呀,http://tieba.com/p/8125475830,Sobaodk,[],[],"
            
        "
title,href,author,reviewer,last_comment_time,comment
听说核吧老哥喜欢,http://tieba.com/p/8282976377,督导麻酱,贴吧用户_...,13:41,
神经病一样的脑洞，生育率升不上去，国家开发了女体化,http://tieba.com/p/8278193190,正规水笔...,重巡洋舰...,13:39,不知道为啥突然想到的，开发出了女体化，要是吧里的敢不生直接抓走 先给其他人配种，配种完成了直接女体化，然后被后面来的配种，生了孩子才能变回去放回家 鬼知道为啥我会突然冒出这样脑洞
我眼中的冯勒布——百度大吧的大吧主,http://tieba.com/p/8283447641,贴吧用户_...,督导麻酱,13:37,
四级了哈哈哈哈哈哈,http://tieba.com/p/8268059869,永远的百乐,永远的百乐,13:30,
8u们觉得这样有风险吗,http://tieba.com/p/8283591846,初夏泠风,槑乖,13:30,用非常讨厌但是不得不相处的人的名字和性格写文，作为各种河坝玩法文章的女主，发到网上（逃）甜品镇楼
两个小姐姐雨中漫步,http://tieba.com/p/8281200015,茂木木,编号E59,13:28,不过她们的表情好像有点痛苦。
嘶————好像没有哪里不对,http://tieba.com/p/8285894894,菇魔魔•...,万维囹圄,13:27,但又感觉哪里都不对？？？
让我看看你里面是谁？,http://tieba.com/p/8284450588, 瞎说,AGr,13:26,
一个小问题,http://tieba.com/p/8285690021,纷纷糖🍬,万维囹圄,13:26,足控们喜欢骨感一点的脚还是肉感一点的脚?
假如你是一个贫苦人家的女儿,http://tieba.com/p/8285881326,薛定谔的...,薛定谔的...,12:51,被卖给了地主家的傻儿子。可是地主的傻儿子很善良很可爱，你会愿意吗虽然国内没有地主了，但是东南亚拉美这些地方肯定还是有华人地主的
窒息光脚yyds,http://tieba.com/p/8214107866,[],魔王达可,13:23,楼下放图，大家是喜欢光脚还是穿袜子啊
在敏感部位抹上薄荷油会怎么样,http://tieba.com/p/8252432475,不落燕,贴吧用户_...,13:21,害怕😨
弱弱问一句，女生会介意男生那里有两个马眼嘛…… 真心询问,http://tieba.com/p/8214131091,奎恩D,北原,13:21,有没有和我一样有两个马眼的呀
觉醒新xp,http://tieba.com/p/8285310848,贴吧用户_...,贴吧用户_...,13:21,在玩游戏的时候，突然感觉里面的人物()好涩，有没有同好？这是怎么回事？
很好奇8u们启蒙看的都是什么,http://tieba.com/p/8235833233,我不到啊q...,夜水镜,13:17,楼下说
啊这，及时救治,http://tieba.com/p/8286117461,上上网,刘鬼啊,13:14,
新人，刚玩了解体插入新书，感觉海星，除了第二个选项后面的生化,http://tieba.com/p/6487304391,zacton,法外狂徒...,13:13,新人，刚玩了解体插入新书，感觉海星，除了第二个选项后面的生化人（还长了根给儿）太恶心之外，第一个选项的还是能接受的，包括人棍，眼胶，脑胶，颈胶（尤其是脑，那个坏掉的表情太可爱了），感觉自己好像很奇怪的样子。。。。
关于水宝宝…（与图片无关,http://tieba.com/p/8248171265,ǐǐǐ,Migemoki,13:10,lz小时候偶然得到了一盆水宝宝，就泡大了以后（比玻璃球小一点，很多很多冰凉的）然后把手臂整个插进盆里，就很清凉，偶然就在里面转了一下手臂…结果就感觉整个手臂开始发麻，那种被按摩的酥麻，就…现在感觉…好H哦…买了一些水宝宝…最近打算再试一次
论个人的癖好,http://tieba.com/p/8285141641,囧喵2342,囧喵2342,13:09,在下也记不清什么时候，总之觉醒名为寄生的xp—即喜欢看到女性（到后面甚至连好看的男性）被寄生的画面，主要是从口部以及（）（）进入体内（有点羞耻但是真的感觉很涩）还有对jiojio的（）以及一些非人（吸血鬼啦僵尸啦，当时还特喜欢看血呼啦查的女僵尸） 大概就是这些吧…… 顺带一提小学的时候就特喜欢血呼啦查的女丧尸（小小年纪就有一颗河坝的心了属于是） 好奇诸君的xp（）
"假如你每有一次""幻想时间""你的第一杏征就长/深/高1mm",http://tieba.com/p/8278810863,[],卡尔撒,13:06,现在会是什么样呢？
你会选择按部就班，还是追逐梦想,http://tieba.com/p/8283012183,Code_002x,永恒轮回,12:56,老哥们，能不能来分享一些这方面，正能量的，欢乐的，积极向上的小故事鸭
关于我的b站都在给我推奇奇怪怪的视频系列,http://tieba.com/p/8276984809,是熙米团...,残花丶碎梦,12:18,谢邀，已退圈
对河坝的各位来说不会有人选左边那个吧,http://tieba.com/p/8230064143,勤奋的巡...,夜琉璃,12:56,
不知见多识广的吧友看没看过这样一组照片（萌新发帖,http://tieba.com/p/8277486378,🐰睡个觉先,晨星_cx,20:20,很久以前的照片 大概是我四年级时候看见的 当时2011年 我那时还小 对xing很好奇 经常在网上搜索相关图片 有一天看到一个网页里的照片 对我幼小的心灵造成巨大冲击 照片主人公是个女孩 穿的裙子很漂亮 大概20左右吧 在她的闺房里庆祝自己的生日 （能通过镜子看见胖次 😚 前面是几张pose照 还有蛋糕 许愿什么的 总之很可爱 后来图片出现两个没露面的人 用切蛋糕的🔪在她小腹上切开一条口 然后后面的图片就是把她的厂子弄出来 弄的到处都是 那两
除了我还有人玩过肉 铠吗？,http://tieba.com/p/8282019379,安琪援,清风筝叶,12:55,这个吧里应该有人知道怎么玩吧
正值青春期的核吧人应该如何正确对待✮𓆟,http://tieba.com/p/8285444700,林檎かっ...,宇智波星星,12:54,如题、想知道大家是如何对待的、讲真（认真点点头
之前的帖子好像被限流了,http://tieba.com/p/8285517465,贴吧用户_...,寒风潇,12:54,
你们说会不会有人真的自己拍了那啥视频,http://tieba.com/p/8285473640,贴吧用户_...,宇智波星星,12:52,然后身材做一点改变，声音细节处理一下 被人发现了说不是我，是ai合成的 但是内心深处知道就是自己，这种羞耻感...
【玫瑰很美】,http://tieba.com/p/8281217509,site,site,12:52,爱情来的很突然，就像拐角处的阔剑地雷 你难以相信这幸运能降临在自己的头上，她就像一个遥远的梦，但它是真实的！ 她的出现就像是硫酸滴进了水里，迅速均匀扩散到了水里的每一点，大量的热能让水难以抑制的沸腾着。她的同意与妥协，像是一味催化剂，让水突破沸点的限制，狂热而疯狂地沸腾着。你将自己的爱倾注进了这一闪而过的光亮之中，没错，一闪而过。 阔剑地雷，同样也是死亡的符号 你痛苦的发现你们的感情不可能长久，因为一
话说紫凌最近怎么不见了呀？,http://tieba.com/p/8268488128,全能大魔...,夜琉璃,12:51,有人知道她去哪了吗？
鼠鼠不喜欢穿那啥是正常的吗,http://tieba.com/p/8272111447,米佬,夜琉璃,12:51,鼠鼠从泼俼起就不喜欢穿那啥因为真的很紧啊，紧得lz呼吸不了，怎么宽松都不行，可是lz又很大，于是一直以来lz穿那啥都不扣背扣，想问是正常的吗
吧友们会怎么选择呢？,http://tieba.com/p/8270836934,zdrshiwo,夜琉璃,12:50,
我真受不了了被PUA了整整两年半。,http://tieba.com/p/8285503497,PYTHON,宇智波星星,12:50,时不时拿某件事骂我搞得我非常自责。然后说自己说重了道歉，然后安慰我，我就越来越自责。后面慢慢好一点了，过一段时间突然拿某件事情骂我，然后再道歉，再安慰我。 但是我真的离不开她。我不知道自己配不配得上。。真的很难受 不知道大家经没经历过这种感觉。
你们觉得见死不救残忍吗,http://tieba.com/p/8228417375,贴吧用户_...,热水器猫猫,12:49,你们觉得见死不救残忍吗
看到这个标题的人身体敏感度提升50%！(特别是rt！),http://tieba.com/p/8277236442,[],某不知名...,12:33,究竟是什么原理呢？:D
存活。。。,http://tieba.com/p/8285441559,槑乖,苍色余灰,12:41,回到正常生活后。。再进去吧里居然想说什么都开不了口。。
复活吧！我的小姨！,http://tieba.com/p/8280838260,Dr罗玛尼...,旅行者°,12:34,请各位把小姨治好病后的故事写出来
在河坝发帖，要怎么才能不被封呢？,http://tieba.com/p/8285479905,纸箱想旅行,傻条爱歌,12:32,我不懂@_@
当你的XP是别人的研究对象.JPG,http://tieba.com/p/8284264374,还是要善...,咖啡杯子,12:28,
兄弟们捡到个戒指,http://tieba.com/p/8283376479,ZRhine,3度是冷...,12:25,
正太家后山萝莉墓露萝莉牙齿XP,http://tieba.com/p/8274874223,南极企鹅...,u高的阳光,12:18,
从今天开始，荆棘公主就是我的了,http://tieba.com/p/8285971028,爱唱歌的...,31337ECO,12:17,
审核离谱了啊,http://tieba.com/p/8277073713,Gl琉璃,饮水姬 ...,12:15,
这个在吧里算什么水平？,http://tieba.com/p/8285537653,Ray Foster,formlessS,12:15,
虽然这是河坝,http://tieba.com/p/8282784826,网恋被骗...,黑zi,12:14,老哥玩的挺高端
大佬们有谁知道,http://tieba.com/p/8285797754,天大笑,幻影丶火,12:11,原图在哪
被掏心了但是还活着，会有多痛？,http://tieba.com/p/8283538189,人类之暗,沉没的夕阳r,12:06,这妹子人美心善居然要遭受如此对待，可怜啊！
被诡异🍎吃掉的文职少女竟变成,http://tieba.com/p/8285490784,沽明地三...,平凡的HYC,12:05,一楼喂度娘
此处并无完美结局,http://tieba.com/p/8284870889,纯白,EHCS9527,12:03,
如果用风油精炸薯条吃下去会怎样,http://tieba.com/p/8285844073,黑莉,米酒喵qwq,12:02,口感会不会很刺激？然后会不会直接去了异世界？
title,href,author,reviewer,last_comment_time,comment
对这种出生，8u们会怎么做？,http://tieba.com/p/7960943502,洛雪酱( ...,小萌新,11:58,（设定上是女孩子）父亲早逝，母亲改嫁，新的父亲对你很好，但有一天竟然对你提出了那种想法，而你母亲竟然也…
同学说课本上的这张图片图很涩,http://tieba.com/p/8286017616,梓菈,天选之男,11:56,越看越有感觉捏
绑着是什么感觉,http://tieba.com/p/8285083075,姐有丶一...,贴吧用户_...,11:55,绑着是什么感觉
吧友们求助！！！,http://tieba.com/p/8051405034,小A,zyf147258狮子,11:53,今天朋友来家里玩，开门之前忘记把床上刚试完的女装藏起来了，朋友进房间之后整能看见，现在很尴尬，不知道怎么狡辩，感觉社死了……（没啥图可发的，发个小布吧）
8u们喜欢这种“吊吊”吗？,http://tieba.com/p/7971531742,zzz,你说的对捏,11:52,楼下放图
说好的公平竞争的，遇到这种耍赖的人怎么办？,http://tieba.com/p/8277353283,[],贴吧用户_...,11:52,
好喜欢被紧缚的感觉,http://tieba.com/p/8284416385,MixCocoa,douar,11:51,被控制住动不了，只能任由摆布了呢
第一次来河坝，问问这些什么意思？,http://tieba.com/p/8270824045,沐㱲,贴吧用户_...,11:51,
怎么合理使用吸乳器啊，帮帮我,http://tieba.com/p/8256072810,兔子拖鞋,天枰小铃,11:50,我怕给我rt吸掉了，现在肿得和黄豆一样•ᯅ•
真的可行吗？,http://tieba.com/p/8265612494,汤圆好吃吗,贴吧用户_...,11:50,一种新型鞑🦶方式
他可能发错吧了,http://tieba.com/p/8282211824,茕野晨梦,贴吧用户_...,11:49,
以后的研究方向就去研究卓艾好了,http://tieba.com/p/8285122723,rope🥺,赢赢赢然...,11:49,🥵🥵🥵🥵🥰🥰🥰🥰🤤🤤🤤🤤
刚刚似乎觉醒了不得了的xp，1楼经典没有图,http://tieba.com/p/8223643200,澪染,贴吧用户_...,11:49,刚刚似乎觉醒了不得了的xp，1楼经典没有图
基友突然性转成妹子了，还挺漂亮，兄弟忍不住出手了,http://tieba.com/p/8280801378,星河奔流...,三把二十四,11:43,
糟糕了，钱不够怎么办？,http://tieba.com/p/8280992815,洛雪酱( ...,贴吧用户_...,11:43,
我想问一下，河坝足控的人多吗？,http://tieba.com/p/8281715434,贴吧用户_...,你总会遇...,11:42,
什么现学现用(),http://tieba.com/p/8265504171,[],贴吧用户_...,11:41,
斯，话说，真的有人会喜欢血液的味道的嘛,http://tieba.com/p/8285606188,sluonce,是山风岚呀,11:39,我觉得抽出来的血味道铁腥味好重，试过一次玩把肝素锂的管子打开不小心弄了一身，那味道上真的铁腥巨重，还是只有我是这样子TAT。
全河坝吃只因大赛，但你抓到了一只魅魔,http://tieba.com/p/8279875614,座天使拉...,磁场鉴人a...,11:35,背景自己看镇楼第1张图。 你发现了一只魅魔(镇楼第2张图)。 她并没有和你发生冲突。 她在看见你后直接举起了第3张图，其速度快到🇫🇷人表示震惊。 在随后的闲聊中你得知她是吧友雪华(经常发魅魔相关帖子的那位) 她非常胆小，所以在被拉进吃只因大赛后一直在躲着。 她没有别的想法，她只想摸鱼摸到到大赛结束后回去。 然后她被你发现了。 所以你要做什么？
女朋友生气了，怎么哄？,http://tieba.com/p/8284993201,榨zhi机,柿饼🦁,11:34,她觉得我天天宅在家里，对身体不好，我在打游戏就凶她一句，现在不理我了，怎么哄？？？
二次元为什么要撒谎？,http://tieba.com/p/8276565874,楸甲虫,贴吧用户_...,11:33,
喜欢斩首的有吗～,http://tieba.com/p/7126653119,石头海葵,18岁制霸...,11:33,我就很喜欢，尤其是断头台，铡刀或者其他刀剑劈砍也可以，总之最好是处刑时砍//头。
丧心病狂挑战，你会提出什么,http://tieba.com/p/8286126459,佰佰大人...,栖月拾贰,11:25,万能的神抽中一万个人进挑战，最后活下来的一个人实现愿望。这个愿望可以是“以后说的所有话都会变成现实”、“直接成为神”这种类型的。 规则如下： ①每个人提出一个不涉及其他参赛选手的挑战，制作一个虚拟场景，自己完成挑战。 ②每个人依次完成所有其他选手提出的挑战，无法完成直接死亡。 ③通过挑战②的选手，开始重复①②环节，直到最后只剩下一个人。 也就是说，你可以提出“吃屎”之类的挑战，自己做所有人跟着做，也可以
大事不妙，被发现了,http://tieba.com/p/8275040972,自缚专家,茶青l,11:20,咱就是说，弟弟今天第一次发帖被我发现了。 有个看河坝的弟弟该怎么办啊！
惊天大事，进来细说,http://tieba.com/p/8286109919,爱国者刘...,Yxz,11:19,吧友们遇见一个很怪的事情，这些天家里的猫见到我就蹭我还拿屁股对着我，我本来还在好奇，有一次我在卧室里手冲，我家猫突然冲进来了，可能我开的声音比较大吧，现在猫猫看我的眼神都感觉怪怪的，我家猫猫本来是自闭社恐型的现在特别粘我，怎么办
买的硅胶白泽到了 尝试了下xp,http://tieba.com/p/8262184943,小狗糕,焊条,11:15,我的评价是一整个no 果然二次元里的xp放到现实就是不一样
u们如何以为呢,http://tieba.com/p/8284201475,菇魔魔•...,1030925559,11:13,反正菇菇是很喜欢勒肉的那一圈凹陷的
有没有好兄弟知道这是哪部空中大灌篮,http://tieba.com/p/8285917084,骑士模...,Yxz,11:12,rt，不是官方的
可怜的海绵宝宝,http://tieba.com/p/8285973006,pppd,Yxz,11:10,抠lz py为海绵宝宝加油打败触手怪
这下图穷匕见了,http://tieba.com/p/8274601452,水王,贴吧用户_...,11:07,
不同国家的机器人差距好大,http://tieba.com/p/8281947794, 瞎说,尚帝焱,11:04,
